,state,county,inc,% change
1322,MN,Cass,56491,8.2
1323,MN,Chippewa,57395,8.3
1324,MN,Chisago,57574,5.7
1325,MN,Clay,51260,9.5
1326,MN,Clearwater,54687,12.8
1327,MN,Cook,59112,6.1
1328,MN,Cottonwood,58229,21.8
1329,MN,Crow Wing,54260,7.3
1330,MN,Dakota,67927,4.6
1331,MN,Dodge,56410,11.3
1332,MN,Douglas,59909,7.9
1333,MN,Faribault,54496,15.6
1334,MN,Fillmore,51972,11.6
1335,MN,Freeborn,53790,10
1336,MN,Goodhue,60933,5
1337,MN,Grant,57261,18
1338,MN,Hennepin,85505,4.6
1339,MN,Houston,59140,7.2
1340,MN,Hubbard,57111,5.8
1341,MN,Isanti,53189,6.4
1342,MN,Itasca,51563,6.3
1343,MN,Jackson,63311,14.7
1344,MN,Kanabec,51935,11.8
1345,MN,Kandiyohi,58345,7.1
1346,MN,Kittson,67536,35.4
1347,MN,Koochiching,52256,6.6
1348,MN,Lac qui Parle,65109,16.7
1349,MN,Lake,53868,5.1
1350,MN,Lake of the Woods,61309,3.4
1351,MN,Le Sueur,58146,8.5
1352,MN,Lincoln,57110,10.4
1353,MN,Lyon,58433,10.7
1354,MN,McLeod,56689,10.1
1355,MN,Mahnomen,47898,20.3
1356,MN,Marshall,68963,25.3
1357,MN,Martin,61216,8.2
1358,MN,Meeker,53728,10
1359,MN,Mille Lacs,50104,8.7
1360,MN,Morrison,50229,12.4
1361,MN,Mower,55320,9.7
1362,MN,Murray,63623,17.5
1363,MN,Nicollet,56992,6.5
1364,MN,Nobles,54479,18.8
1365,MN,Norman,56502,34
1366,MN,Olmsted,65959,5.9
1367,MN,Otter Tail,55698,9.5
1368,MN,Pennington,65416,10.2
1369,MN,Pine,45538,10.2
1370,MN,Pipestone,61106,8.9
1371,MN,Polk,58682,15.5
1372,MN,Pope,60173,11.6
1373,MN,Ramsey,62594,6.6
1374,MN,Red Lake,65147,15.1
1375,MN,Redwood,63700,14.6
1376,MN,Renville,61406,18.8
1377,MN,Rice,51545,7
1378,MN,Rock,57744,16.1
1379,MN,Roseau,60337,15.1
1380,MN,St. Louis,55303,6.9
1381,MN,Scott,69243,4.3
1382,MN,Sherburne,55341,5.9
1383,MN,Sibley,58242,11.8
1384,MN,Stearns,56711,8.6
1385,MN,Steele,55176,8.5
1386,MN,Stevens,58335,18.1
1387,MN,Swift,58433,15.3
1388,MN,Todd,47069,2.5
1389,MN,Traverse,73574,39.2
1390,MN,Wabasha,58382,11.1
1391,MN,Wadena,46380,10.7
1392,MN,Waseca,50409,13.3
1393,WA,Watonwan,55899,14.5
1394,WA,Wilkin,65570,20.3
1395,WA,Winona,56240,8.3
1396,WA,Wright,58756,5.5
1397,WA,Yellow Medicine,65068,10.7
1399,MS,Adams,42911,8.8
1400,MS,Alcorn,44255,7.3
1401,MS,Amite,39407,6.2
1402,MS,Attala,42044,12.7
1403,MS,Benton,41767,8.7
1404,MS,Bolivar,46512,10.5
1405,MS,Calhoun,43222,12.5
1406,MS,Carroll,44908,9.1
1407,MS,Chickasaw,41179,9.5
1408,MS,Choctaw,40804,10.3
1409,MS,Claiborne,37833,11.2
1410,MS,Clarke,43918,8.5
1411,MS,Clay,46228,9.6
1412,MS,Coahoma,44714,12.1
1413,MS,Copiah,39166,7.8
1414,MS,Covington,45169,1.5
1415,MS,DeSoto,50982,6.9
1416,MS,Forrest,42853,8.7
1417,MS,Franklin,40443,7.7
1418,MS,George,39807,12.1
1419,MS,Greene,33133,7.9
1420,MS,Grenada,41935,8.7
1421,MS,Hancock,44776,9.7
1422,MS,Harrison,44551,9.2
1423,MS,Hinds,47413,9.6
1424,MS,Holmes,36339,13.1
1425,MS,Humphreys,43981,15.5
1426,MS,Issaquena,34832,29.1
1427,MS,Itawamba,41579,9
1428,MS,Jackson,44945,8.4
1429,MS,Jasper,46041,0.7
1430,MS,Jefferson,40349,9.5
1431,MS,Jefferson Davis,36241,8.4
1432,MS,Jones,44494,4.9
1433,MS,Kemper,38314,12.9
1434,MS,Lafayette,47824,5.2
1435,MS,Lamar,47129,6.6
1436,MS,Lauderdale,46219,8.8
1437,MS,Lawrence,42275,4.5
1438,MS,Leake,39087,1.1
1439,MS,Lee,51703,8.4
1440,MS,Leflore,48265,12.7
1441,MS,Lincoln,44688,6.4
1442,MS,Lowndes,47137,8.5
1443,MS,Madison,73485,6.8
1444,MS,Marion,43035,3.6
1445,MS,Marshall,43724,9.6
1446,MS,Monroe,44332,9
1447,MS,Montgomery,41252,10.4
1448,MS,Neshoba,43915,4
1449,MS,Newton,41367,3.6
1450,MS,Noxubee,44360,8.6
1451,MS,Oktibbeha,38463,6.7
1452,MS,Panola,42074,12.4
1453,MS,Pearl River,43214,6.4
1454,MS,Perry,40243,9.3
1455,MS,Pike,37461,9.3
1456,MS,Pontotoc,41866,10
1457,MS,Prentiss,37701,8.9
1458,MS,Quitman,41682,15.9
1459,MS,Rankin,51235,6.8
1460,MS,Scott,37792,3.8
1461,MS,Sharkey,50467,19.4
1462,MS,Simpson,44174,4.2
1463,MS,Smith,46337,1.6
1464,MS,Stone,39547,7.5
1465,MS,Sunflower,37950,14.4
1466,MS,Tallahatchie,41558,14.2
1467,MS,Tate,44749,8
1468,MS,Tippah,44301,10.1
1469,MS,Tishomingo,41457,8.3
1470,MS,Tunica,41904,17.8
1471,MS,Union,41155,9.3
1472,MS,Walthall,39169,6.3
1473,MS,Warren,48214,9
1474,WA,Wayne,43439,3
1475,WA,Webster,44543,7.4
1476,WA,Wilkinson,36890,13.7
1477,WA,Winston,43238,6.7
1478,WA,Yalobusha,41761,8
1479,WA,Yazoo,36515,19.9
1481,MO,Adair,37898,8.1
1482,MO,Andrew,50693,6.6
1483,MO,Atchison,54179,10.8
1484,MO,Audrain,44319,9.9
1485,MO,Barry,41248,6
1486,MO,Barton,42329,15.8
1487,MO,Bates,46821,9.5
1488,MO,Benton,43097,4.5
1489,MO,Bollinger,44552,10
1490,MO,Boone,54522,5
1491,MO,Buchanan,46362,6.9
1492,MO,Butler,43194,12.4
1493,MO,Caldwell,45802,7.5
1494,MO,Callaway,46191,8.9
1495,MO,Camden,53779,8.6
1496,MO,Cape Girardeau,48732,5.9
1497,MO,Carroll,54784,8.6
1498,MO,Carter,45237,9.8
1499,MO,Cass,54020,5.2
1500,MO,Cedar,36748,10
1501,MO,Chariton,51590,10.3
1502,MO,Christian,48509,5.8
1503,MO,Clark,43325,10.7
1504,MO,Clay,56118,6.3
1505,MO,Clinton,48730,7.6
1506,MO,Cole,54941,8
1507,MO,Cooper,47383,11.2
1508,MO,Crawford,43192,7.7
1509,MO,Dade,42127,9.9
1510,MO,Dallas,38983,5.9
1511,MO,Daviess,37739,10.1
1512,MO,DeKalb,38366,5.7
1513,MO,Dent,41420,9.4
1514,MO,Douglas,37992,10.4
1515,MO,Dunklin,43809,8.3
1516,MO,Franklin,51952,5.9
1517,MO,Gasconade,45866,7.3
1518,MO,Gentry,50953,8.5
1519,MO,Greene,51220,4.9
1520,MO,Grundy,40504,10.2
1521,MO,Harrison,43767,12
1522,MO,Henry,48924,9
1523,MO,Hickory,38100,10.1
1524,MO,Holt,58888,12.4
1525,MO,Howard,46854,8
1526,MO,Howell,40358,7.6
1527,MO,Iron,41182,9.4
1528,MO,Jackson,53112,7
1529,MO,Jasper,43859,3.6
1530,MO,Jefferson,49392,5.6
1531,MO,Johnson,46526,6.8
1532,MO,Knox,42987,11.3
1533,MO,Laclede,41266,7.4
1534,MO,Lafayette,49491,7.6
1535,MO,Lawrence,39889,7.1
1536,MO,Lewis,41823,8.2
1537,MO,Lincoln,47686,6.1
1538,MO,Linn,45966,9.1
1539,MO,Livingston,46069,12
1540,MO,McDonald,35275,9.1
1541,MO,Macon,47691,9
1542,MO,Madison,41068,9.3
1543,MO,Maries,41212,8.4
1544,MO,Marion,47304,8
1545,MO,Mercer,37104,10.8
1546,MO,Miller,43510,9.4
1547,MS,Moniteau,46530,13.1
1548,MS,Monroe,47215,5.7
1549,MS,Montgomery,49923,11.5
1550,MS,Morgan,47637,7.6
1551,MS,New Madrid,49093,15.7
1552,MS,Newton,45190,6.9
1553,MS,Nodaway,39258,12
1554,OR,Osage,52701,8.6
1555,OR,Ozark,38401,10.1
1556,OR,Pemiscot,46840,12.3
1557,OR,Perry,48474,7
1558,OR,Pettis,43693,8.3
1559,OR,Phelps,44205,7
1560,OR,Pike,42546,9.2
1561,OR,Platte,63771,3.6
1562,OR,Polk,41119,5.9
1563,OR,Pulaski,44759,6.5
1564,OR,Putnam,41629,9.3
1565,OR,Ralls,47714,10.4
1566,OR,Randolph,46164,12.5
1567,OR,Ray,48843,6.7
1568,OR,Reynolds,43066,10.7
1569,OR,Ripley,45666,12.2
1570,OR,St. Charles,61752,4.4
1571,OR,St. Clair,36671,10.1
1572,OR,Ste. Genevieve,46578,7.4
1573,OR,St. Francois,40227,7.8
1574,OR,St. Louis,81829,5.2
1575,OR,Saline,44067,11.6
1576,OR,Schuyler,38544,12.7
1577,OR,Scotland,45092,17.1
1578,OR,Scott,47750,8.5
1579,OR,Shannon,41200,11.4
1580,OR,Shelby,48578,11.6
1581,OR,Stoddard,45554,8.4
1582,OR,Stone,46852,7
1583,OR,Sullivan,44139,13.7
1584,OR,Taney,42600,6.2
1585,TX,Vernon,42332,11.8
1586,TX,Warren,50001,5.2
1587,WA,Wayne,42678,11.5
1588,WA,Webster,39976,7.5
1589,WA,Worth,41952,8.4
1590,WA,Wright,38544,9.7
1591,WA,St. Louis City,55984,6.7
1593,MT,Beaverhead,54430,8.5
1594,MT,Big Horn,36517,13.4
1595,MT,Blaine,34095,11.8
1596,MT,Broadwater,47541,7.1
1597,MT,Carbon,59715,5.4
1598,MT,Carter,39354,16.2
1599,MT,Cascade,53765,6.9
1600,MT,Chouteau,39287,14.7
1601,MT,Custer,50535,7.8
1602,MT,Daniels,57661,21.4
1603,MT,Dawson,47459,6
1604,MT,Deer Lodge,46384,10.6
1605,MT,Fallon,49165,6
1606,MT,Fergus,46685,3.9
1607,MT,Flathead,58964,8.4
1608,MT,Gallatin,70276,8.3
1609,MT,Garfield,37365,19.4
1610,MT,Glacier,41159,11.4
1611,MT,Golden Valley,53046,6.8
1612,MT,Granite,51995,7.4
1613,MT,Hill,51060,8.4
1614,MT,Jefferson,56632,6
1615,MT,Judith Basin,48352,8.1
1616,MT,Lake,46387,10
1617,MT,Lewis and Clark,56791,7.6
1618,MT,Liberty,57219,8.8
1619,MT,Lincoln,43782,10.1
1620,MT,McCone,46848,11.2
1621,MT,Madison,74468,5
1622,MT,Meagher,46835,5.5
1623,MT,Mineral,45966,10.2
1624,MT,Missoula,61881,7.2
1625,MT,Musselshell,49553,7.6
1626,MT,Park,59558,7.5
1627,MT,Petroleum,31503,6.8
1628,MT,Phillips,44926,11.4
1629,MT,Pondera,52704,13.2
1630,MT,Powder River,39838,18.9
1631,MT,Powell,50932,7.6
1632,MT,Prairie,49204,14.8
1633,MT,Ravalli,56321,6.5
1634,MT,Richland,61645,-0.1
1635,MT,Roosevelt,43207,10.8
1636,MT,Rosebud,53461,9.4
1637,MT,Sanders,42153,11.2
1638,MT,Sheridan,55476,13.8
1639,MT,Silver Bow,54704,5.6
1640,MT,Stillwater,64917,5.2
1641,MT,Sweet Grass,57852,8
1642,MT,Teton,50240,9.4
1643,MT,Toole,49135,9.7
1644,MT,Treasure,49706,9.1
1645,MT,Valley,56541,9
1646,MT,Wheatland,44640,6.9
1647,MT,Wibaux,48904,9.9
1648,MT,Yellowstone,59415,5.8
1650,NE,Adams,58072,6.7
1651,NE,Antelope,74129,23.7
1652,NE,Arthur,58171,9.2
1653,NE,Banner,68909,4
1654,NE,Blaine,62594,13.1
1655,NE,Boone,74085,17.6
1656,NE,Box Butte,55642,4.3
1657,NE,Boyd,74685,12.7
1658,NE,Brown,63598,10.7
1659,NE,Buffalo,61763,5
1660,NE,Burt,56557,9.6
1661,NE,Butler,59717,12.9
1662,NE,Cass,60920,6.4
1663,NE,Cedar,66572,14.8
1664,NE,Chase,69366,13.5
1665,NE,Cherry,55302,15
1666,NE,Cheyenne,52730,5.6
1667,NE,Clay,63915,11.8
1668,NE,Colfax,54392,14.7
1669,NE,Cuming,71979,11.6
1670,NE,Custer,58544,14.5
1671,NE,Dakota,48756,5.8
1672,NE,Dawes,47375,12.5
1673,NE,Dawson,49653,7.8
1674,NE,Deuel,46093,6.2
1675,NE,Dixon,54144,12.3
1676,NE,Dodge,56298,8.5
1677,NE,Douglas,68699,2.5
1678,NE,Dundy,93788,19.5
1679,NE,Fillmore,68697,9.8
1680,NE,Franklin,68092,17.9
1681,NE,Frontier,55020,20.5
1682,NE,Furnas,59961,16.7
1683,NE,Gage,57838,7.8
1684,NE,Garden,57475,8.9
1685,NE,Garfield,54771,17.6
1686,NE,Gosper,67627,15.5
1687,NE,Grant,59952,10.4
1688,NE,Greeley,66840,15.7
1689,NE,Hall,51566,8.1
1690,NE,Hamilton,65739,12.1
1691,NE,Harlan,66306,10.7
1692,NE,Hayes,90144,16.3
1693,NE,Hitchcock,59923,16.8
1694,NE,Holt,66231,14.2
1695,NE,Hooker,49027,2.9
1696,NE,Howard,55957,11
1697,NE,Jefferson,56274,9.1
1698,NE,Johnson,42104,12
1699,NE,Kearney,72421,11.7
1700,NE,Keith,52394,7.6
1701,NE,Keya Paha,62968,22
1702,NE,Kimball,55021,12.6
1703,NE,Knox,57577,14.6
1704,NE,Lancaster,56782,5.5
1705,NE,Lincoln,58484,7.7
1706,NE,Logan,60186,10
1707,NE,Loup,69695,11.9
1708,NE,McPherson,63343,31.3
1709,NE,Madison,60169,7.8
1710,NE,Merrick,56823,7.6
1711,NE,Morrill,65524,10.5
1712,NE,Nance,55096,16.3
1713,NE,Nemaha,56823,6.4
1714,NE,Nuckolls,68062,13
1715,NE,Otoe,63569,5.7
1716,NE,Pawnee,58774,18.1
1717,NE,Perkins,87847,15.7
1718,NE,Phelps,63430,11.4
1719,NE,Pierce,68647,9.4
1720,NE,Platte,56149,8.5
1721,NE,Polk,65364,7.7
1722,NE,Red Willow,53974,10.7
1723,NE,Richardson,60001,10.3
1724,NE,Rock,80527,18.1
1725,NE,Saline,51623,9.3
1726,NE,Sarpy,58084,5.2
1727,NE,Saunders,61840,6.8
1728,NE,Scotts Bluff,51337,7.8
1729,NE,Seward,58829,8.9
1730,NE,Sheridan,60271,11.3
1731,NE,Sherman,60225,14
1732,NE,Sioux,74215,8.7
1733,NE,Stanton,61286,16.4
1734,NE,Thayer,63828,13.4
1735,NE,Thomas,61324,3.8
1736,NE,Thurston,57406,19.8
1737,NE,Valley,63254,16.1
1738,WA,Wayne,51852,10.5
1739,WA,Webster,57191,7.2
1740,WA,Wheeler,83722,-0.5
1741,WA,York,58148,11.4
1743,NV,Churchill,54726,8.6
1744,NV,Clark,58276,5
1745,NV,Douglas,87214,4.9
1746,NV,Elko,52754,6.3
1747,NV,Esmeralda,55007,-7.5
1748,NV,Eureka,49606,0.6
1749,NV,Humboldt,53564,5.9
1750,NV,Lander,72511,3.3
1751,NV,Lincoln,53269,8.5
1752,NV,Lyon,48247,9.3
1753,NV,Mineral,48836,14.6
1754,NV,Nye,42796,5.1
1755,NV,Pershing,39688,12.8
1756,NV,Storey,77775,15
1757,NV,Washoe,71436,5.7
1758,NV,White Pine,56241,10.5
1759,NV,Carson City,60445,8.4
1761,NH,Belknap,71958,5.7
1762,NH,Carroll,69803,5.6
1763,NH,Cheshire,64870,9.1
1764,NH,Coos,52132,9.5
1765,NH,Grafton,74813,6.5
1766,NH,Hillsborough,71849,6.1
1767,NH,Merrimack,68222,6.7
1768,NH,Rockingham,88303,4
1769,NH,Strafford,61139,6.7
1770,NH,Sullivan,63225,7.2
1772,NJ,Atlantic,58310,10.1
1773,NJ,Bergen,97343,3.2
1774,NJ,Burlington,69496,5.7
1775,NJ,Camden,61642,6.8
1776,NJ,Cape May,72010,7.9
1777,NJ,Cumberland,47559,9.6
1778,NJ,Essex,74310,6.6
1779,NJ,Gloucester,62553,5.8
1780,NJ,Hudson,72046,1.3
1781,NJ,Hunterdon,100288,2.9
1782,NJ,Mercer,77911,4.8
1783,NJ,Middlesex,70221,5.7
1784,NJ,Monmouth,92119,4.3
1785,NJ,Morris,107767,2.9
1786,NJ,Ocean,60823,6.6
1787,NJ,Passaic,59559,8.1
1788,NJ,Salem,57547,8.3
1789,NJ,Somerset,113975,-1.3
1790,NJ,Sussex,71059,5
1791,NJ,Union,77007,3.5
1792,NJ,Warren,63041,5.2
1794,NM,Bernalillo,53616,8
1795,NM,Catron,37990,10.9
1796,NM,Chaves,45577,7.1
1797,NM,Cibola,34627,13
1798,NM,Colfax,47563,11
1799,NM,Curry,52015,9.8
1800,NM,De Baca,56384,13.1
1801,NM,Doña Ana,45045,9.1
1802,NM,Eddy,62888,0.5
1803,NM,Grant,48537,6.7
1804,NM,Guadalupe,43255,9.4
1805,NM,Harding,49695,15.8
1806,NM,Hidalgo,51465,10.3
1807,NM,Lea,48578,-6
1808,NM,Lincoln,47703,8.5
1809,NM,Los Alamos,81306,5
1810,NM,Luna,38494,13.5
1811,NM,McKinley,34939,13.3
1812,NM,Mora,51939,11.6
1813,NM,Otero,41657,10.2
1814,NM,Quay,44798,8.8
1815,NM,Rio Arriba,42467,11.8
1816,NM,Roosevelt,45456,8.7
1817,NM,Sandoval,51807,7.3
1818,NM,San Juan,41735,6.1
1819,NM,San Miguel,44889,12.4
1820,NM,Santa Fe,69528,5.1
1821,NM,Sierra,49778,15.3
1822,NM,Socorro,42389,9.9
1823,NM,Taos,44709,11.2
1824,NM,Torrance,41423,11.5
1825,NM,Union,41350,12.3
1826,NM,Valencia,43485,10.5
1828,NY,Albany,70947,7.4
1829,NY,Allegany,42569,10.2
1830,NY,Bronx,46834,14.4
1831,NY,Broome,50657,9.1
1832,NY,Cattaraugus,46775,9.6
1833,NY,Cayuga,51431,8.9
1834,NY,Chautauqua,47642,9.1
1835,NY,Chemung,52360,8.2
1836,NY,Chenango,50568,10
1837,NY,Clinton,50625,7.6
1838,NY,Columbia,65426,6.8
1839,NY,Cortland,48617,10.4
1840,DE,Dutchess,67256,6.3
1841,DE,Erie,57625,8.8
1842,DE,Essex,54109,7.6
1843,DE,Franklin,48658,8.9
1844,DE,Fulton,51558,9.9
1845,DE,Genesee,50662,8.8
1846,DE,Greene,55805,8.6
1847,DE,Hamilton,54556,7.5
1848,DE,Herkimer,51946,9.4
1849,DE,Jefferson,53130,9.7
1850,DE,Kings,61851,9.1
1851,DE,Lewis,54629,9
1852,DE,Livingston,52209,5.9
1853,DE,Madison,54766,7.6
1854,DE,Monroe,60046,7.9
1855,DE,Montgomery,48821,9.4
1856,DE,Nassau,99597,4.5
1857,NY,Niagara,53137,10
1858,NY,Oneida,53172,8.2
1859,NY,Onondaga,60992,9
1860,NY,Ontario,62051,7.1
1861,NY,Orange,58883,6.8
1862,NY,Orleans,46322,11.1
1863,NY,Oswego,48574,10
1864,NY,Otsego,53431,8.4
1865,NY,Putnam,78754,5.4
1866,NY,Queens,58646,10.6
1867,NY,Rensselaer,58126,9.2
1868,NY,Richmond,65113,6.9
1869,NY,Rockland,69173,6.5
1870,NY,St. Lawrence,45626,9.3
1871,NY,Saratoga,75651,6.2
1872,NY,Schenectady,62484,8.4
1873,NY,Schoharie,52027,8.5
1874,NY,Schuyler,49811,9.5
1875,NY,Seneca,47269,10.1
1876,NY,Steuben,54238,7.5
1877,NY,Suffolk,81309,6.1
1878,NY,Sullivan,53874,8
1879,NY,Tioga,53919,8.8
1880,NY,Tompkins,51377,7.3
1881,NY,Ulster,60557,6.8
1882,NY,Warren,62392,9.9
1883,WA,Wayne,53499,7.9
1884,WA,Westchester,119705,4
1885,WY,Yates,48934,9
1887,NC,Alamance,48118,7
1888,NC,Alexander,46513,7.2
1889,NC,Alleghany,45206,6.5
1890,NC,Anson,47744,3.5
1891,NC,Ashe,44203,8.5
1892,NC,Avery,43022,7.8
1893,NC,Beaufort,54165,7.1
1894,NC,Bertie,48377,7.1
1895,NC,Bladen,47567,10.8
1896,NC,Brunswick,55361,5.4
1897,NC,Buncombe,57895,5.6
1898,NC,Burke,44798,8.7
1899,NC,Cabarrus,53647,6.8
1900,NC,Caldwell,43856,7.9
1901,NC,Camden,55457,5.5
1902,NC,Carteret,60741,7
1903,NC,Caswell,42247,8
1904,NC,Catawba,53333,6.8
1905,NC,Chatham,75624,4.5
1906,NC,Cherokee,40485,8
1907,NC,Chowan,50460,7.2
1908,NC,Clay,43300,7.9
1909,NC,Cleveland,45544,7.9
1910,NC,Columbus,44729,11.4
1911,NC,Craven,54135,8.3
1912,NC,Cumberland,46992,8.6
1913,NC,Currituck,57320,5.9
1914,NC,Dare,68887,7.6
1915,NC,Davidson,48086,7.4
1916,NC,Davie,57591,5.1
1917,NC,Duplin,51968,7.6
1918,NC,Durham,60330,5.8
1919,NC,Edgecombe,45069,8.8
1920,NC,Forsyth,56378,5.7
1921,NC,Franklin,44996,7.4
1922,NC,Gaston,48508,7.7
1923,NC,Gates,50100,6.8
1924,NC,Graham,43178,6.8
1925,NC,Granville,46504,7.5
1926,NC,Greene,39564,7.7
1927,NC,Guilford,54651,6.5
1928,NC,Halifax,44948,7.1
1929,NC,Harnett,43484,7.7
1930,NC,Haywood,49639,6.9
1931,NC,Henderson,52634,4.3
1932,NC,Hertford,41973,10.9
1933,NC,Hoke,41652,8.6
1934,NC,Hyde,49175,8
1935,NC,Iredell,60791,6.4
1936,NC,Jackson,43362,8.7
1937,NC,Johnston,48950,7.1
1938,NC,Jones,50245,3.5
1939,NC,Lee,49136,6.3
1940,NC,Lenoir,50363,9.2
1941,NC,Lincoln,55368,6.7
1942,NC,McDowell,42960,8.3
1943,NC,Macon,48875,7.4
1944,NC,Madison,43064,6.9
1945,NC,Martin,43176,7.6
1946,NC,Mecklenburg,71836,4.8
1947,NC,Mitchell,43973,7.4
1948,NC,Montgomery,46916,8.5
1949,NC,Moore,60775,5.6
1950,NC,Nash,50714,6.4
1951,NC,New Hanover,57693,6.7
1952,NC,Northampton,46742,6.4
1953,NC,Onslow,50869,6
1954,NC,Orange,74994,3.9
1955,NC,Pamlico,53355,7
1956,NC,Pasquotank,47034,8.1
1957,NC,Pender,48665,5.8
1958,NC,Perquimans,51577,7.2
1959,NC,Person,46879,7.7
1960,NC,Pitt,53200,7.4
1961,NC,Polk,59482,6.2
1962,NC,Randolph,45777,6.8
1963,NC,Richmond,44562,9.4
1964,NC,Robeson,41780,9.6
1965,NC,Rockingham,45049,7.3
1966,NC,Rowan,46763,8.6
1967,NC,Rutherford,42376,8.8
1968,NC,Sampson,45841,7
1969,NC,Scotland,42171,7.9
1970,NC,Stanly,46827,7.2
1971,NC,Stokes,46159,6.6
1972,NC,Surry,46963,7
1973,NC,Swain,49421,9.3
1974,NC,Transylvania,52252,5.1
1975,NC,Tyrrell,47379,10.8
1976,NC,Union,63777,5.5
1977,NC,Vance,44399,9
1978,NC,Wake,71205,5.8
1979,NC,Warren,38740,12.1
1980,WA,Watauga,46766,6.7
1981,WA,Wayne,49881,7.7
1982,WA,Wilkes,46169,7.1
1983,WA,Wilson,48642,6.6
1984,WA,Yadkin,46172,6.1
1985,WA,Yancey,41892,6.6
1987,ND,Adams,57586,16.7
1988,ND,Barnes,66463,13.3
1989,ND,Benson,55282,24.7
1990,ND,Billings,92571,4.5
1991,ND,Bottineau,69935,13.3
1992,ND,Bowman,77069,1.7
1993,ND,Burke,72515,1.9
1994,ND,Burleigh,66017,3.8
1995,ND,Cass,65803,6
1996,ND,Cavalier,88700,42.4
1997,ND,Dickey,73312,11
1998,ND,Divide,66208,11
1999,ND,Dunn,80976,-1
2000,ND,Eddy,72571,21.4
2001,ND,Emmons,72883,31.6
2002,ND,Foster,75732,25.7
2003,ND,Golden Valley,52279,13.2
2004,ND,Grand Forks,58132,7.7
2005,ND,Grant,57313,26.7
2006,ND,Griggs,73012,23.4
2007,ND,Hettinger,58160,21.7
2008,ND,Kidder,74589,24.1
2009,ND,LaMoure,72712,18
2010,ND,Logan,68365,19.2
2011,ND,McHenry,72140,14.2
2012,ND,McIntosh,80675,19
2013,ND,McKenzie,72258,-6.1
2014,ND,McLean,76889,8.3
2015,ND,Mercer,65113,4
2016,ND,Morton,58630,5.8
2017,ND,Mountrail,72419,0.1
2018,ND,Nelson,70971,21.9
2019,ND,Oliver,63441,14.5
2020,ND,Pembina,75974,21.8
2021,ND,Pierce,66733,16.8
2022,ND,Ramsey,59490,14.2
2023,ND,Ransom,64827,9.6
2024,ND,Renville,78282,13.6
2025,ND,Richland,59919,6.3
2026,ND,Rolette,52939,17.6
2027,ND,Sargent,74799,9.4
2028,ND,Sheridan,78328,27.5
2029,ND,Sioux,36445,20.3
2030,ND,Slope,80270,27.1
2031,ND,Stark,62553,-2.9
2032,ND,Steele,86280,35.2
2033,ND,Stutsman,61388,13.7
2034,ND,Towner,80665,47.2
2035,ND,Traill,65364,17.7
2036,ND,Walsh,65961,21.1
2037,ND,Ward,59893,3.3
2038,ND,Wells,82108,31.1
2039,ND,Williams,63689,-7.8
2041,OH,Adams,43092,12
2042,OH,Allen,50353,8.5
2043,OH,Ashland,45594,8.7
2044,OH,Ashtabula,46280,9
2045,OH,Athens,40663,7.2
2046,OH,Auglaize,54964,7.4
2047,OH,Belmont,45375,1.6
2048,OH,Brown,45795,8.9
2049,OH,Butler,55636,5.7
2050,OH,Carroll,48319,9.6
2051,OH,Champaign,50151,10.8
2052,OH,Clark,47929,9.3
2053,OH,Clermont,64895,6.1
2054,OH,Clinton,52090,5.5
2055,OH,Columbiana,45580,9
2056,OH,Coshocton,42403,10.2
2057,OH,Crawford,45755,11.2
2058,OH,Cuyahoga,62790,6.5
2059,OH,Darke,51549,9.7
2060,OH,Defiance,47933,8.4
2061,DE,Erie,58239,-1.9
2062,DE,Fairfield,55185,7.5
2063,DE,Fayette,47851,14.7
2064,DE,Franklin,58689,7.8
2065,DE,Fulton,52995,8
2066,DE,Gallia,47674,8.2
2067,DE,Geauga,78294,3.4
2068,DE,Greene,58363,6
2069,DE,Guernsey,48667,9.2
2070,DE,Hamilton,67845,5.5
2071,DE,Hancock,58966,9.3
2072,DE,Hardin,40636,10.5
2073,DE,Harrison,45968,6.5
2074,DE,Henry,52568,9.8
2075,DE,Highland,44454,10.3
2076,DE,Hocking,46421,9.1
2077,DE,Holmes,54118,6.6
2078,DE,Huron,48213,9.7
2079,DE,Jackson,42680,11
2080,DE,Jefferson,47413,8.9
2081,DE,Knox,52034,7.8
2082,DE,Lake,58960,6.1
2083,DE,Lawrence,46838,8.1
2084,DE,Licking,54525,8.1
2085,DE,Logan,50151,10.1
2086,DE,Lorain,54452,6.5
2087,DE,Lucas,54105,7
2088,DE,Madison,50124,10.7
2089,DE,Mahoning,50968,8.3
2090,DE,Marion,43814,9.2
2091,DE,Medina,64371,4.7
2092,DE,Meigs,43469,10.7
2093,DE,Mercer,59089,7.8
2094,DE,Miami,54947,7.5
2095,DE,Monroe,43844,11.9
2096,DE,Montgomery,54822,8.1
2097,DE,Morgan,43249,12.6
2098,DE,Morrow,49162,10.3
2099,DE,Muskingum,49160,9.4
2100,DE,Noble,32713,9.4
2101,DE,Ottawa,61102,6.7
2102,DE,Paulding,48972,10.7
2103,DE,Perry,46028,9.2
2104,DE,Pickaway,49425,10.1
2105,DE,Pike,46730,9.8
2106,DE,Portage,51995,6.8
2107,DE,Preble,48600,9.7
2108,DE,Putnam,57868,8.1
2109,DE,Richland,46366,9.2
2110,DE,Ross,45596,9.6
2111,DE,Sandusky,48982,8.8
2112,DE,Scioto,46946,5.8
2113,DE,Seneca,47605,11.5
2114,DE,Shelby,52547,7.8
